CustomerID,Churn,Tenure,TenureCohort,RiskLevel,DaySinceLastOrder,OrderCount,CashbackAmount,SatisfactionScore,Complain,CityTier,Gender
54715,0,1.0,New (0-3m),STANDARD RISK,8.0,2.0,193.11,5,0,1,Female
54716,0,3.0,New (0-3m),STANDARD RISK,3.0,3.0,147.97,4,0,3,Male
54717,0,27.0,Loyal (25m+),STANDARD RISK,3.0,3.0,149.5,1,0,1,Male
54718,0,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,175.93,5,0,1,Female
54719,0,6.0,Growing (4-6m),MEDIUM RISK,8.0,5.0,178.09,1,0,1,Male
54720,0,12.0,Established (7-12m),STANDARD RISK,2.0,2.0,155.57,3,1,1,Male
54721,0,8.0,Established (7-12m),STANDARD RISK,1.0,2.0,176.21,5,0,1,Female
54722,0,26.0,Loyal (25m+),LOW RISK,17.0,2.0,293.56,5,0,3,Male
54723,1,1.0,New (0-3m),CRITICAL RISK,9.0,8.0,151.86,1,1,1,Male
54724,0,1.0,New (0-3m),STANDARD RISK,5.0,2.0,186.8,1,0,3,Female
54725,0,19.0,Mature (13-24m),STANDARD RISK,2.0,4.0,191.32,3,0,3,Male
54726,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,160.05,3,0,1,Male
54727,1,11.0,Established (7-12m),STANDARD RISK,4.0,2.0,188.97,3,1,3,Female
54728,0,8.0,Established (7-12m),STANDARD RISK,5.0,2.0,187.74,1,0,3,Male
54729,1,19.0,Mature (13-24m),STANDARD RISK,5.0,2.0,323.59,5,1,1,Male
54730,0,10.0,Established (7-12m),STANDARD RISK,10.0,2.0,200.87,5,0,3,Male
54731,0,26.0,Loyal (25m+),STANDARD RISK,3.0,2.0,167.58,1,0,1,Male
54732,0,1.0,New (0-3m),STANDARD RISK,1.0,3.0,168.64,1,0,1,Female
54733,0,3.0,New (0-3m),STANDARD RISK,2.0,2.0,168.35,3,0,1,Female
54734,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,178.26,5,0,3,Male
54735,0,8.0,Established (7-12m),STANDARD RISK,4.0,2.0,157.8,1,0,1,Female
54736,0,28.0,Loyal (25m+),STANDARD RISK,5.0,2.0,179.85,5,1,1,Female
54737,0,1.0,New (0-3m),STANDARD RISK,2.0,2.0,168.42,1,0,3,Male
54738,0,11.0,Established (7-12m),STANDARD RISK,4.0,5.0,152.82,5,1,1,Female
54739,0,12.0,Established (7-12m),STANDARD RISK,13.0,5.0,184.8,5,1,1,Female
54740,0,8.0,Established (7-12m),STANDARD RISK,4.0,2.0,168.81,5,0,1,Female
54741,0,9.0,Established (7-12m),STANDARD RISK,3.0,2.0,150.72,1,0,3,Female
54742,0,4.0,Growing (4-6m),STANDARD RISK,3.0,2.0,163.33,3,0,1,Male
54743,0,14.0,Mature (13-24m),LOW RISK,8.0,4.0,167.44,4,0,1,Female
54744,0,8.0,Established (7-12m),STANDARD RISK,3.0,2.0,190.0,5,0,3,Female
54745,0,16.0,Mature (13-24m),STANDARD RISK,10.0,15.0,309.3,1,0,1,Male
54746,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,141.01,5,1,1,Male
54747,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,151.94,4,0,1,Male
54748,0,26.0,Loyal (25m+),STANDARD RISK,5.0,2.0,156.49,3,0,1,Female
54749,0,24.0,Mature (13-24m),STANDARD RISK,4.0,2.0,301.39,3,0,1,Male
54750,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,148.19,5,1,1,Female
54751,0,7.0,Established (7-12m),STANDARD RISK,8.0,2.0,241.91000000000005,3,0,1,Male
54752,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,178.24,5,0,3,Female
54753,0,21.0,Mature (13-24m),STANDARD RISK,1.0,4.0,292.52,1,1,1,Female
54754,0,10.0,Established (7-12m),STANDARD RISK,6.0,2.0,177.28,4,0,1,Female
54755,0,3.0,New (0-3m),STANDARD RISK,8.0,2.0,152.0,3,0,1,Male
54756,1,21.0,Mature (13-24m),STANDARD RISK,9.0,14.0,317.46,4,1,1,Male
54757,0,9.0,Established (7-12m),STANDARD RISK,3.0,3.0,150.06,3,0,1,Female
54758,0,16.0,Mature (13-24m),STANDARD RISK,3.0,2.0,185.62,1,1,1,Female
54759,1,1.0,New (0-3m),STANDARD RISK,2.0,3.0,168.82,3,0,1,Male
54760,0,10.0,Established (7-12m),STANDARD RISK,5.0,2.0,146.43,4,0,2,Male
54761,0,6.0,Growing (4-6m),STANDARD RISK,9.0,7.0,186.62,3,0,1,Female
54762,0,14.0,Mature (13-24m),STANDARD RISK,1.0,2.0,175.94,3,0,1,Male
54763,0,4.0,Growing (4-6m),MEDIUM RISK,1.0,2.0,193.77,1,1,1,Female
54764,0,19.0,Mature (13-24m),STANDARD RISK,1.0,2.0,147.74,3,0,1,Female
54765,0,16.0,Mature (13-24m),LOW RISK,9.0,8.0,169.34,4,0,1,Male
54766,0,12.0,Established (7-12m),STANDARD RISK,3.0,2.0,187.88,5,0,1,Male
54767,0,8.0,Established (7-12m),STANDARD RISK,4.0,2.0,150.53,1,0,1,Female
54768,1,13.0,Mature (13-24m),STANDARD RISK,8.0,8.0,201.54,1,0,3,Female
54769,1,19.0,Mature (13-24m),STANDARD RISK,4.0,8.0,176.6,1,0,3,Male
54770,0,17.0,Mature (13-24m),LOW RISK,1.0,2.0,296.59,5,0,1,Male
54771,0,1.0,New (0-3m),CRITICAL RISK,9.0,2.0,253.08,1,1,1,Male
54772,0,9.0,Established (7-12m),STANDARD RISK,3.0,2.0,227.21,3,0,1,Male
54773,0,2.0,New (0-3m),STANDARD RISK,6.0,8.0,172.79,4,1,3,Female
54774,0,8.0,Established (7-12m),STANDARD RISK,3.0,2.0,162.37,1,0,2,Male
54775,1,1.0,New (0-3m),STANDARD RISK,8.0,2.0,148.66,3,1,1,Female
54776,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,142.06,1,0,1,Male
54777,0,25.0,Loyal (25m+),STANDARD RISK,18.0,5.0,288.07,3,0,3,Female
54778,0,18.0,Mature (13-24m),LOW RISK,4.0,3.0,184.33,4,0,1,Male
54779,0,1.0,New (0-3m),STANDARD RISK,2.0,2.0,159.24,5,0,1,Male
54780,0,7.0,Established (7-12m),STANDARD RISK,9.0,2.0,165.37,5,0,3,Male
54781,0,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,150.59,5,0,1,Female
54782,0,10.0,Established (7-12m),STANDARD RISK,12.0,5.0,187.01,1,1,3,Male
54783,0,6.0,Growing (4-6m),MEDIUM RISK,4.0,2.0,169.03,1,0,3,Male
54784,0,4.0,Growing (4-6m),MEDIUM RISK,4.0,2.0,162.61,1,0,1,Male
54785,0,27.0,Loyal (25m+),STANDARD RISK,5.0,2.0,234.34,1,1,3,Female
54786,0,19.0,Mature (13-24m),STANDARD RISK,3.0,2.0,232.61,5,1,3,Male
54787,0,6.0,Growing (4-6m),STANDARD RISK,4.0,2.0,176.75,3,0,1,Female
54788,0,26.0,Loyal (25m+),STANDARD RISK,1.0,2.0,263.26,1,0,1,Female
54789,0,11.0,Established (7-12m),STANDARD RISK,1.0,2.0,188.34,3,0,3,Male
54790,0,2.0,New (0-3m),STANDARD RISK,5.0,2.0,174.36,1,0,2,Male
54791,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,172.75,1,0,1,Male
54792,0,18.0,Mature (13-24m),STANDARD RISK,3.0,2.0,153.18,1,1,1,Male
54793,0,16.0,Mature (13-24m),STANDARD RISK,3.0,3.0,150.15,1,1,1,Male
54794,0,10.0,Established (7-12m),STANDARD RISK,4.0,2.0,148.42,5,0,2,Male
54795,0,1.0,New (0-3m),STANDARD RISK,4.0,2.0,166.94,5,1,3,Male
54796,0,9.0,Established (7-12m),STANDARD RISK,16.0,2.0,231.85,3,1,1,Female
54797,1,1.0,New (0-3m),STANDARD RISK,9.0,8.0,145.22,4,1,1,Female
54798,0,6.0,Growing (4-6m),MEDIUM RISK,3.0,2.0,148.14,1,0,1,Male
54799,0,1.0,New (0-3m),STANDARD RISK,4.0,2.0,167.56,5,0,3,Male
54800,0,23.0,Mature (13-24m),LOW RISK,3.0,2.0,160.8,5,0,1,Female
54801,0,1.0,New (0-3m),STANDARD RISK,5.0,4.0,156.62,1,0,1,Male
54802,0,6.0,Growing (4-6m),STANDARD RISK,4.0,6.0,190.24,4,0,3,Male
54803,0,12.0,Established (7-12m),STANDARD RISK,3.0,2.0,153.99,4,0,3,Male
54804,0,16.0,Mature (13-24m),STANDARD RISK,4.0,2.0,177.31,1,1,1,Female
54805,0,5.0,Growing (4-6m),MEDIUM RISK,3.0,2.0,148.56,1,1,1,Male
54806,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,153.0,3,1,3,Female
54807,0,27.0,Loyal (25m+),STANDARD RISK,3.0,2.0,243.36,1,0,3,Male
54808,0,9.0,Established (7-12m),STANDARD RISK,9.0,2.0,234.03,4,0,1,Male
54809,0,11.0,Established (7-12m),STANDARD RISK,1.0,2.0,154.73,1,0,3,Female
54810,0,27.0,Loyal (25m+),STANDARD RISK,9.0,4.0,267.75,1,0,1,Female
54811,0,17.0,Mature (13-24m),STANDARD RISK,3.0,3.0,180.62,1,0,1,Female
54812,0,21.0,Mature (13-24m),STANDARD RISK,8.0,8.0,170.37,1,1,3,Female
54813,0,11.0,Established (7-12m),STANDARD RISK,10.0,2.0,201.42,4,1,3,Male
54814,0,24.0,Mature (13-24m),LOW RISK,8.0,15.0,304.24,5,0,1,Male
54815,0,13.0,Mature (13-24m),STANDARD RISK,5.0,2.0,177.04,1,0,2,Female
54816,0,7.0,Established (7-12m),STANDARD RISK,4.0,2.0,147.77,4,1,2,Male
54817,1,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,152.95,1,1,1,Male
54818,0,3.0,New (0-3m),STANDARD RISK,4.0,2.0,150.32,1,0,1,Female
54819,0,18.0,Mature (13-24m),STANDARD RISK,2.0,8.0,150.59,5,1,1,Male
54820,0,2.0,New (0-3m),STANDARD RISK,3.0,2.0,174.08,1,0,3,Male
54821,1,21.0,Mature (13-24m),STANDARD RISK,1.0,2.0,148.8,1,1,1,Male
54822,0,17.0,Mature (13-24m),LOW RISK,1.0,2.0,172.65,4,0,1,Female
54823,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,145.44,3,0,3,Female
54824,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,151.93,1,0,1,Female
54825,0,10.0,Established (7-12m),STANDARD RISK,12.0,5.0,190.86,1,1,1,Male
54826,0,21.0,Mature (13-24m),STANDARD RISK,3.0,2.0,157.94,1,1,3,Female
54827,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,166.71,3,1,1,Female
54828,1,5.0,Growing (4-6m),MEDIUM RISK,1.0,2.0,152.78,1,1,1,Female
54829,0,2.0,New (0-3m),STANDARD RISK,3.0,3.0,148.77,3,0,1,Female
54830,1,3.0,New (0-3m),STANDARD RISK,3.0,3.0,149.04,5,1,1,Male
54831,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,148.18,3,0,1,Female
54832,0,8.0,Established (7-12m),STANDARD RISK,1.0,2.0,145.08,4,0,1,Male
54833,0,16.0,Mature (13-24m),STANDARD RISK,4.0,2.0,187.44,3,0,3,Female
54834,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,152.99,5,1,1,Male
54835,0,31.0,Loyal (25m+),STANDARD RISK,3.0,2.0,230.52,4,1,1,Female
54836,0,5.0,Growing (4-6m),STANDARD RISK,3.0,6.0,148.29,3,0,3,Male
54837,0,9.0,Established (7-12m),STANDARD RISK,8.0,2.0,165.14,1,1,1,Female
54838,0,23.0,Mature (13-24m),LOW RISK,8.0,2.0,199.03,4,0,1,Female
54839,0,22.0,Mature (13-24m),STANDARD RISK,1.0,2.0,147.59,3,0,1,Male
54840,0,5.0,Growing (4-6m),STANDARD RISK,1.0,2.0,194.32,3,0,3,Female
54841,0,10.0,Established (7-12m),STANDARD RISK,2.0,2.0,171.78,1,0,1,Male
54842,0,12.0,Established (7-12m),STANDARD RISK,12.0,6.0,260.82,5,0,1,Female
54843,0,6.0,Growing (4-6m),STANDARD RISK,3.0,2.0,148.32,4,0,1,Female
54844,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,149.13,4,1,3,Male
54845,0,14.0,Mature (13-24m),LOW RISK,3.0,2.0,222.05,4,0,3,Male
54846,0,1.0,New (0-3m),STANDARD RISK,8.0,2.0,167.94,5,0,3,Male
54847,0,15.0,Mature (13-24m),STANDARD RISK,18.0,3.0,172.21,5,1,1,Male
54848,0,10.0,Established (7-12m),STANDARD RISK,10.0,4.0,150.19,3,0,1,Male
54849,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,146.21,4,1,3,Male
54850,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,154.73,5,0,1,Male
54851,0,5.0,Growing (4-6m),MEDIUM RISK,6.0,9.0,183.55,1,1,1,Female
54852,0,14.0,Mature (13-24m),STANDARD RISK,1.0,2.0,161.17,4,1,1,Male
54853,0,6.0,Growing (4-6m),STANDARD RISK,4.0,7.0,192.25,5,0,1,Female
54854,1,1.0,New (0-3m),CRITICAL RISK,3.0,4.0,228.25,1,1,3,Male
54855,0,7.0,Established (7-12m),STANDARD RISK,5.0,2.0,194.49,1,0,1,Female
54856,1,1.0,New (0-3m),STANDARD RISK,3.0,12.0,231.09,3,0,3,Male
54857,0,19.0,Mature (13-24m),LOW RISK,9.0,2.0,169.47,4,0,1,Male
54858,0,3.0,New (0-3m),STANDARD RISK,3.0,2.0,146.57,1,0,3,Female
54859,0,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,171.01,3,0,3,Female
54860,0,26.0,Loyal (25m+),STANDARD RISK,9.0,8.0,295.99,1,0,1,Male
54861,1,21.0,Mature (13-24m),STANDARD RISK,1.0,2.0,149.79,3,0,1,Male
54862,0,27.0,Loyal (25m+),STANDARD RISK,3.0,16.0,273.52,3,0,3,Male
54863,0,4.0,Growing (4-6m),STANDARD RISK,8.0,8.0,197.64,3,0,3,Male
54864,0,12.0,Established (7-12m),STANDARD RISK,4.0,2.0,181.66,1,1,3,Female
54865,0,9.0,Established (7-12m),STANDARD RISK,9.0,2.0,203.23,1,0,3,Male
54866,0,13.0,Mature (13-24m),STANDARD RISK,8.0,2.0,203.8,3,0,3,Male
54867,1,4.0,Growing (4-6m),STANDARD RISK,1.0,2.0,256.94,4,1,3,Female
54868,0,21.0,Mature (13-24m),STANDARD RISK,8.0,3.0,175.67,3,1,1,Male
54869,0,10.0,Established (7-12m),STANDARD RISK,8.0,2.0,175.79,1,0,3,Male
54870,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,148.21,5,1,1,Male
54871,0,7.0,Established (7-12m),STANDARD RISK,1.0,7.0,299.44,3,0,3,Male
54872,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,149.04,5,1,1,Female
54873,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,159.52,1,0,1,Female
54874,0,19.0,Mature (13-24m),STANDARD RISK,3.0,2.0,147.7,1,0,1,Female
54875,0,24.0,Mature (13-24m),STANDARD RISK,4.0,2.0,298.99,1,0,1,Male
54876,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,179.88,4,1,1,Female
54877,0,15.0,Mature (13-24m),STANDARD RISK,12.0,2.0,319.19,3,0,1,Male
54878,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,153.11,4,0,1,Female
54879,0,19.0,Mature (13-24m),STANDARD RISK,9.0,2.0,161.33,5,1,1,Male
54880,0,21.0,Mature (13-24m),STANDARD RISK,8.0,2.0,166.63,1,1,3,Female
54881,1,1.0,New (0-3m),STANDARD RISK,2.0,2.0,146.32,3,1,1,Female
54882,0,24.0,Mature (13-24m),STANDARD RISK,6.0,2.0,264.73,3,1,1,Male
54883,0,12.0,Established (7-12m),STANDARD RISK,3.0,2.0,151.84,3,0,1,Male
54884,0,20.0,Mature (13-24m),STANDARD RISK,8.0,2.0,233.45,3,0,1,Male
54885,0,1.0,New (0-3m),STANDARD RISK,3.0,4.0,168.77,3,0,1,Female
54886,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,162.43,4,1,1,Male
54887,0,5.0,Growing (4-6m),STANDARD RISK,4.0,2.0,166.48,5,0,1,Female
54888,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,135.51,1,0,1,Male
54889,0,28.0,Loyal (25m+),STANDARD RISK,9.0,2.0,232.39,3,0,1,Female
54890,0,9.0,Established (7-12m),STANDARD RISK,3.0,11.0,228.88,3,1,1,Female
54891,0,4.0,Growing (4-6m),STANDARD RISK,8.0,2.0,239.16000000000005,5,1,1,Female
54892,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,151.0,5,1,1,Female
54893,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,149.22,4,0,1,Female
54894,0,1.0,New (0-3m),STANDARD RISK,4.0,2.0,179.72,1,0,1,Male
54895,0,1.0,New (0-3m),STANDARD RISK,2.0,2.0,149.51,5,0,1,Male
54896,0,22.0,Mature (13-24m),STANDARD RISK,3.0,3.0,167.4,3,0,1,Male
54897,0,22.0,Mature (13-24m),STANDARD RISK,9.0,2.0,234.99,3,0,1,Male
54898,0,15.0,Mature (13-24m),STANDARD RISK,2.0,3.0,175.03,3,0,1,Female
54899,0,13.0,Mature (13-24m),STANDARD RISK,9.0,2.0,252.42,1,0,1,Female
54900,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,167.27,1,0,1,Female
54901,0,9.0,Established (7-12m),STANDARD RISK,3.0,2.0,164.17,1,0,1,Male
54902,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,308.03,3,0,3,Male
54903,0,24.0,Mature (13-24m),STANDARD RISK,1.0,2.0,148.8,1,0,1,Male
54904,0,31.0,Loyal (25m+),STANDARD RISK,4.0,5.0,262.26,1,1,1,Female
54905,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,172.77,4,0,1,Female
54906,0,29.0,Loyal (25m+),STANDARD RISK,8.0,7.0,188.85,4,1,1,Male
54907,0,15.0,Mature (13-24m),STANDARD RISK,11.0,6.0,324.73,3,0,1,Female
54908,0,12.0,Established (7-12m),STANDARD RISK,1.0,2.0,193.61,1,1,3,Male
54909,1,1.0,New (0-3m),STANDARD RISK,3.0,3.0,174.69,5,0,3,Male
54910,1,16.0,Mature (13-24m),STANDARD RISK,10.0,7.0,323.45,1,0,3,Female
54911,0,18.0,Mature (13-24m),STANDARD RISK,12.0,2.0,258.2,1,1,3,Female
54912,0,24.0,Mature (13-24m),STANDARD RISK,14.0,2.0,188.47,3,0,3,Female
54913,1,1.0,New (0-3m),STANDARD RISK,15.0,16.0,152.43,5,0,1,Female
54914,0,13.0,Mature (13-24m),STANDARD RISK,9.0,2.0,233.8,5,1,1,Female
54915,0,7.0,Established (7-12m),STANDARD RISK,3.0,3.0,148.42,1,0,3,Female
54916,0,19.0,Mature (13-24m),STANDARD RISK,2.0,2.0,301.5,1,0,3,Female
54917,0,6.0,Growing (4-6m),STANDARD RISK,8.0,8.0,165.25,3,0,1,Female
54918,0,8.0,Established (7-12m),STANDARD RISK,3.0,2.0,222.25,1,0,3,Male
54919,0,31.0,Loyal (25m+),STANDARD RISK,5.0,2.0,244.04,1,1,3,Male
54920,0,19.0,Mature (13-24m),LOW RISK,5.0,2.0,146.77,4,0,2,Male
54921,0,27.0,Loyal (25m+),LOW RISK,13.0,7.0,200.25,4,0,3,Female
54922,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,173.34,3,0,1,Male
54923,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,145.42,5,1,1,Male
54924,0,8.0,Established (7-12m),STANDARD RISK,1.0,2.0,147.2,3,1,3,Female
54925,0,2.0,New (0-3m),STANDARD RISK,1.0,2.0,135.52,4,0,3,Male
54926,0,12.0,Established (7-12m),STANDARD RISK,3.0,3.0,153.21,3,0,1,Male
54927,0,24.0,Mature (13-24m),STANDARD RISK,8.0,8.0,317.37,3,1,1,Male
54928,0,11.0,Established (7-12m),STANDARD RISK,2.0,2.0,166.07,4,0,1,Female
54929,0,14.0,Mature (13-24m),LOW RISK,6.0,8.0,208.96,5,0,3,Male
54930,0,1.0,New (0-3m),STANDARD RISK,4.0,2.0,145.07,3,0,1,Female
54931,0,20.0,Mature (13-24m),STANDARD RISK,3.0,3.0,321.27,1,0,1,Male
54932,0,28.0,Loyal (25m+),STANDARD RISK,1.0,2.0,231.86,3,0,3,Female
54933,0,30.0,Loyal (25m+),STANDARD RISK,4.0,2.0,154.42,3,0,1,Female
54934,0,10.0,Established (7-12m),STANDARD RISK,3.0,8.0,213.58,1,0,1,Female
54935,0,29.0,Loyal (25m+),LOW RISK,3.0,7.0,292.56,5,0,1,Male
54936,0,17.0,Mature (13-24m),STANDARD RISK,1.0,2.0,232.98,1,0,3,Male
54937,1,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,148.23,1,1,3,Female
54938,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,139.16,5,0,1,Female
54939,0,20.0,Mature (13-24m),STANDARD RISK,8.0,2.0,171.15,5,1,1,Female
54940,1,15.0,Mature (13-24m),STANDARD RISK,8.0,3.0,149.61,3,1,1,Male
54941,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,212.22,5,0,1,Male
54942,0,1.0,New (0-3m),STANDARD RISK,4.0,2.0,164.55,5,0,1,Male
54943,0,4.0,Growing (4-6m),STANDARD RISK,3.0,2.0,224.57,5,0,1,Male
54944,0,15.0,Mature (13-24m),STANDARD RISK,9.0,2.0,158.76,3,0,1,Female
54945,0,12.0,Established (7-12m),STANDARD RISK,3.0,2.0,213.23,3,0,1,Female
54946,0,14.0,Mature (13-24m),STANDARD RISK,3.0,12.0,228.22,1,0,1,Male
54947,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,171.21,3,0,1,Male
54948,0,29.0,Loyal (25m+),LOW RISK,3.0,2.0,234.76,4,0,1,Male
54949,0,2.0,New (0-3m),STANDARD RISK,8.0,2.0,161.6,3,0,1,Female
54950,1,8.0,Established (7-12m),STANDARD RISK,3.0,4.0,229.82,5,0,2,Male
54951,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,196.19,1,0,1,Male
54952,1,1.0,New (0-3m),STANDARD RISK,3.0,5.0,220.82,5,1,3,Male
54953,1,1.0,New (0-3m),STANDARD RISK,9.0,4.0,170.08,3,0,1,Female
54954,0,2.0,New (0-3m),STANDARD RISK,3.0,3.0,147.07,3,0,1,Male
54955,0,8.0,Established (7-12m),STANDARD RISK,5.0,2.0,202.56,1,0,1,Male
54956,0,11.0,Established (7-12m),STANDARD RISK,1.0,2.0,191.94,1,1,3,Female
54957,1,1.0,New (0-3m),CRITICAL RISK,7.0,6.0,161.91,1,1,1,Male
54958,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,148.77,3,0,1,Male
54959,1,1.0,New (0-3m),STANDARD RISK,3.0,3.0,148.13,4,1,1,Male
54960,0,16.0,Mature (13-24m),LOW RISK,8.0,14.0,301.65,5,0,1,Male
54961,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,150.96,4,0,1,Male
54962,1,14.0,Mature (13-24m),STANDARD RISK,1.0,2.0,172.28,3,1,3,Male
54963,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,168.02,4,0,3,Female
54964,0,8.0,Established (7-12m),STANDARD RISK,1.0,2.0,154.79,1,0,1,Male
54965,0,22.0,Mature (13-24m),STANDARD RISK,2.0,3.0,293.85,1,0,1,Male
54966,0,19.0,Mature (13-24m),STANDARD RISK,13.0,5.0,180.93,3,0,3,Female
54967,0,26.0,Loyal (25m+),LOW RISK,3.0,5.0,229.45,4,0,1,Male
54968,0,12.0,Established (7-12m),STANDARD RISK,3.0,3.0,212.4,3,1,3,Male
54969,0,3.0,New (0-3m),STANDARD RISK,8.0,2.0,150.14,1,0,1,Female
54970,0,2.0,New (0-3m),STANDARD RISK,8.0,2.0,201.55,4,0,1,Female
54971,0,20.0,Mature (13-24m),STANDARD RISK,10.0,5.0,299.65,3,0,3,Male
54972,0,12.0,Established (7-12m),STANDARD RISK,1.0,2.0,198.51,4,0,3,Male
54973,0,17.0,Mature (13-24m),LOW RISK,2.0,2.0,233.2,5,0,1,Female
54974,1,3.0,New (0-3m),STANDARD RISK,6.0,2.0,246.69,1,0,1,Male
54975,0,14.0,Mature (13-24m),STANDARD RISK,10.0,5.0,321.26,3,0,1,Male
54976,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,145.7,4,1,1,Female
54977,0,13.0,Mature (13-24m),LOW RISK,4.0,2.0,192.82,4,0,1,Male
54978,0,10.0,Established (7-12m),STANDARD RISK,10.0,2.0,202.79,1,0,1,Male
54979,0,5.0,Growing (4-6m),MEDIUM RISK,3.0,3.0,152.91,1,0,3,Male
54980,0,2.0,New (0-3m),STANDARD RISK,5.0,2.0,157.01,4,0,1,Male
54981,0,9.0,Established (7-12m),STANDARD RISK,3.0,2.0,174.68,1,0,3,Male
54982,0,23.0,Mature (13-24m),LOW RISK,4.0,2.0,256.2,4,0,3,Male
54983,0,8.0,Established (7-12m),STANDARD RISK,3.0,2.0,165.33,3,0,1,Male
54984,0,3.0,New (0-3m),STANDARD RISK,2.0,2.0,157.91,4,0,1,Female
54985,0,16.0,Mature (13-24m),STANDARD RISK,1.0,2.0,167.72,1,0,1,Male
54986,0,3.0,New (0-3m),CRITICAL RISK,3.0,2.0,175.56,1,1,1,Male
54987,0,12.0,Established (7-12m),STANDARD RISK,1.0,6.0,153.44,3,0,2,Male
54988,0,2.0,New (0-3m),STANDARD RISK,3.0,2.0,152.03,3,1,1,Male
54989,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,144.04,3,0,1,Male
54990,1,1.0,New (0-3m),STANDARD RISK,4.0,2.0,207.24,5,1,3,Female
54991,0,15.0,Mature (13-24m),STANDARD RISK,1.0,2.0,172.66,1,1,1,Male
54992,1,1.0,New (0-3m),STANDARD RISK,3.0,3.0,151.1,3,0,1,Male
54993,0,11.0,Established (7-12m),STANDARD RISK,4.0,2.0,182.31,1,0,1,Female
54994,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,150.39,3,0,1,Male
54995,0,8.0,Established (7-12m),STANDARD RISK,4.0,2.0,182.14,3,0,3,Female
54996,0,9.0,Established (7-12m),STANDARD RISK,5.0,2.0,168.23,3,0,2,Male
54997,1,1.0,New (0-3m),STANDARD RISK,11.0,4.0,198.36,5,0,3,Female
54998,0,14.0,Mature (13-24m),STANDARD RISK,14.0,2.0,259.99,3,0,1,Female
54999,1,6.0,Growing (4-6m),STANDARD RISK,15.0,14.0,262.58,5,1,3,Male
55000,0,16.0,Mature (13-24m),LOW RISK,6.0,2.0,176.55,5,0,3,Male
55001,0,9.0,Established (7-12m),STANDARD RISK,8.0,2.0,147.58,3,0,1,Male
55002,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,160.97,4,0,1,Male
55003,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,150.15,1,1,1,Female
55004,0,1.0,New (0-3m),STANDARD RISK,8.0,2.0,169.2,1,0,1,Male
55005,0,4.0,Growing (4-6m),STANDARD RISK,5.0,2.0,190.78,3,0,3,Male
55006,0,14.0,Mature (13-24m),STANDARD RISK,1.0,2.0,169.22,1,1,1,Female
55007,0,9.0,Established (7-12m),STANDARD RISK,3.0,7.0,227.74,4,0,1,Male
55008,0,8.0,Established (7-12m),STANDARD RISK,10.0,5.0,178.43,5,0,1,Male
55009,0,9.0,Established (7-12m),STANDARD RISK,3.0,3.0,148.76,1,0,1,Male
